who,numw,file,textdesc,speech,PRS-ID,PERM-RESD,CHILD-RESD,SEX,AGE,DOMAIN,CHANNEL,SUBCORPUS,TYPE
Em-novi-03501,13,SPOG-Gos084-JItvslpour-rd0904150901.xml,"PopTV, 24ur",Gos084,Em-novi-03501,-,-,moški,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Fm-ucen-07023,33,SPOG-Gos019-JIossvdrdr-kk0911181120.xml,"2. triletje, družboslovje",Gos019,Fm-ucen-07023,podravska,-,moški,10 do 18 let,"2. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Gm-ucen-07024,14,SPOG-Gos019-JIossvdrdr-kk0911181120.xml,"2. triletje, družboslovje",Gos019,Gm-ucen-07024,podravska,-,moški,10 do 18 let,"2. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Sf-prof-07036,49,SPOG-Gos019-JIossvdrdr-kk0911181120.xml,"2. triletje, družboslovje",Gos019,Sf-prof-07036,podravska,-,ženski,30 do 59 let,"2. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Af-prof-02204,52,SPOG-Gos060-JIsssvgina-ms1001211851.xml,"gimnazija, naravoslovje",Gos060,Af-prof-02204,"savinjska, podravska",-,ženski,18 do 34 let,"gimnazija, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Bf-ucen-02205,36,SPOG-Gos060-JIsssvgina-ms1001211851.xml,"gimnazija, naravoslovje",Gos060,Bf-ucen-02205,savinjska,-,ženski,10 do 18 let,"gimnazija, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Cf-ucen-02206,4,SPOG-Gos060-JIsssvgina-ms1001211851.xml,"gimnazija, naravoslovje",Gos060,Cf-ucen-02206,savinjska,-,ženski,10 do 18 let,"gimnazija, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Df-ucen-02207,3,SPOG-Gos060-JIsssvgina-ms1001211851.xml,"gimnazija, naravoslovje",Gos060,Df-ucen-02207,savinjska,-,ženski,10 do 18 let,"gimnazija, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Pn-vsiucenci-10000,0,SPOG-Gos060-JIsssvgina-ms1001211851.xml,"gimnazija, naravoslovje",Gos060,Pn-vsiucenci-10000,-,-,-,-,"gimnazija, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Am-anke-00008,9,SPOG-Gos108-JItvslpour-rd0904151318.xml,"PopTV, 24ur",Gos108,Am-anke-00008,-,-,moški,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Af-novi-03507,13,SPOG-Gos072-JItvslpopv-rd0903231214.xml,"PopTV, predvolilna",Gos072,Af-novi-03507,-,-,ženski,-,"PopTV, predvolilna",televizija,Gos,informativno-izobraževalni
Gm-gost-05581,117,SPOG-Gos072-JItvslpopv-rd0903231214.xml,"PopTV, predvolilna",Gos072,Gm-gost-05581,-,-,moški,-,"PopTV, predvolilna",televizija,Gos,informativno-izobraževalni
Km-gost-02172,122,SPOG-Gos072-JItvslpopv-rd0903231214.xml,"PopTV, predvolilna",Gos072,Km-gost-02172,-,-,moški,-,"PopTV, predvolilna",televizija,Gos,informativno-izobraževalni
Tm-novi-09001,64,SPOG-Gos118-JItvslslod-rd0905280751.xml,"TVSlo, Odmevi",Gos118,Tm-novi-09001,-,-,moški,-,"TVSlo, Odmevi",televizija,Gos,informativno-izobraževalni
Bm-inte-02501,32,SPOG-Gos065-JItvslpopr-rd0903232121.xml,"PopTV, Preverjeno",Gos065,Bm-inte-02501,-,-,moški,-,"PopTV, Preverjeno",televizija,Gos,informativno-izobraževalni
Am-anke-01518,19,SPOG-Gos095-JItvslpour-rd0904151003.xml,"PopTV, 24ur",Gos095,Am-anke-01518,-,-,moški,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Um-pred-01619,179,SPOG-Gos003-JIfajzaknr-np0911190022.xml,"akademski, naravoslovje",Gos003,Um-pred-01619,"osrednjeslovenska, gorenjska, tujina",-,moški,18 do 34 let,"akademski, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Pf-novi-03503,26,SPOG-Gos089-JItvslpour-rd0904150914.xml,"PopTV, 24ur",Gos089,Pf-novi-03503,-,-,ženski,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Jm-gost-08504,45,SPOG-Gos156-JRrasvmvzd-rd0908251004.xml,"Maxi, Pod brajdami",Gos156,Jm-gost-08504,savinjska,-,moški,30 do 59 let,"Maxi, Pod brajdami",radio,Gos,razvedrilni
Rm-mode-08503,60,SPOG-Gos156-JRrasvmvzd-rd0908251004.xml,"Maxi, Pod brajdami",Gos156,Rm-mode-08503,podravska,-,moški,30 do 59 let,"Maxi, Pod brajdami",radio,Gos,razvedrilni
Dm-prij-01078,4,SPOG-Gos267-NZossgdopr-am1003202009.xml,"doma, prijatelji",Gos267,Dm-prij-01078,koroška,-,moški,30 do 59 let,"doma, prijatelji",osebni stik,Gos,zasebni
Mf-prij-01077,40,SPOG-Gos267-NZossgdopr-am1003202009.xml,"doma, prijatelji",Gos267,Mf-prij-01077,"koroška, podravska",-,ženski,30 do 59 let,"doma, prijatelji",osebni stik,Gos,zasebni
Af-star-00525,18,SPOG-Gos238-NZosljdodr-np0908221050.xml,"doma, družina",Gos238,Af-star-00525,osrednjeslovenska,-,ženski,30 do 59 let,"doma, družina",osebni stik,Gos,zasebni
Bm-star-00526,48,SPOG-Gos238-NZosljdodr-np0908221050.xml,"doma, družina",Gos238,Bm-star-00526,"osrednjeslovenska, goriška",-,moški,nad 60 let,"doma, družina",osebni stik,Gos,zasebni
Af-udel-02236,40,SPOG-Gos185-NNosljupra-az1006082214.xml,formalni razgovor,Gos185,Af-udel-02236,osrednjeslovenska,-,ženski,30 do 59 let,formalni razgovor,osebni stik,Gos,nezasebni
Bf-udel-02322,34,SPOG-Gos185-NNosljupra-az1006082214.xml,formalni razgovor,Gos185,Bf-udel-02322,osrednjeslovenska,-,ženski,18 do 34 let,formalni razgovor,osebni stik,Gos,nezasebni
Cf-udel-02323,40,SPOG-Gos185-NNosljupra-az1006082214.xml,formalni razgovor,Gos185,Cf-udel-02323,osrednjeslovenska,-,ženski,30 do 59 let,formalni razgovor,osebni stik,Gos,nezasebni
Af-novi-04534,19,SPOG-Gos047-JIrasvstin-rd0908311500.xml,"Štajerski, intervju",Gos047,Af-novi-04534,-,-,ženski,-,"Štajerski, intervju",radio,Gos,informativno-izobraževalni
Bf-inte-04535,93,SPOG-Gos047-JIrasvstin-rd0908311500.xml,"Štajerski, intervju",Gos047,Bf-inte-04535,-,-,ženski,-,"Štajerski, intervju",radio,Gos,informativno-izobraževalni
Bm-inte-05001,15,SPOG-Gos085-JItvslpour-rd0904150906.xml,"PopTV, 24ur",Gos085,Bm-inte-05001,-,-,moški,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Bf-prij-01082,1,SPOG-Gos264-NZossgdopr-am1003151543.xml,"doma, prijatelji",Gos264,Bf-prij-01082,"koroška, savinjska, osrednjeslovenska",-,ženski,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Tm-prij-01081,64,SPOG-Gos264-NZossgdopr-am1003151543.xml,"doma, prijatelji",Gos264,Tm-prij-01081,"koroška, savinjska",-,moški,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Am-prof-07076,65,SPOG-Gos054-JIssjzpsdr-bo0911270730.xml,"poklicna strokovna, družboslovje",Gos054,Am-prof-07076,osrednjeslovenska,-,moški,30 do 59 let,"poklicna strokovna, družboslovje",osebni stik,Gos,informativno-izobraževalni
Dm-ucen-07079,1,SPOG-Gos054-JIssjzpsdr-bo0911270730.xml,"poklicna strokovna, družboslovje",Gos054,Dm-ucen-07079,osrednjeslovenska,-,moški,10 do 18 let,"poklicna strokovna, družboslovje",osebni stik,Gos,informativno-izobraževalni
Gf-ucen-07082,1,SPOG-Gos054-JIssjzpsdr-bo0911270730.xml,"poklicna strokovna, družboslovje",Gos054,Gf-ucen-07082,osrednjeslovenska,-,ženski,10 do 18 let,"poklicna strokovna, družboslovje",osebni stik,Gos,informativno-izobraževalni
Pn-vsiucenci-10000,2,SPOG-Gos054-JIssjzpsdr-bo0911270730.xml,"poklicna strokovna, družboslovje",Gos054,Pn-vsiucenci-10000,-,-,-,-,"poklicna strokovna, družboslovje",osebni stik,Gos,informativno-izobraževalni
Af-novi-02159,4,SPOG-Gos166-JRtvslslnl-rd0905221437.xml,"TVSlo, NLP",Gos166,Af-novi-02159,-,-,ženski,-,"TVSlo, NLP",televizija,Gos,razvedrilni
Cm-gost-02163,259,SPOG-Gos166-JRtvslslnl-rd0905221437.xml,"TVSlo, NLP",Gos166,Cm-gost-02163,-,-,moški,nad 60 let,"TVSlo, NLP",televizija,Gos,razvedrilni
If-vodj-01109,183,SPOG-Gos195-NNosmbpods-is1003311437.xml,neformalni delovni sestanek,Gos195,If-vodj-01109,tujina,-,ženski,18 do 34 let,neformalni delovni sestanek,osebni stik,Gos,nezasebni
Vm-nadr-01108,3,SPOG-Gos195-NNosmbpods-is1003311437.xml,neformalni delovni sestanek,Gos195,Vm-nadr-01108,podravska,-,moški,30 do 59 let,neformalni delovni sestanek,osebni stik,Gos,nezasebni
Af-prij-05585,34,SPOG-Gos223-NZositdopr-jm1003141600.xml,"doma, prijatelji",Gos223,Af-prij-05585,Italija,-,ženski,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Bf-prij-05586,67,SPOG-Gos223-NZositdopr-jm1003141600.xml,"doma, prijatelji",Gos223,Bf-prij-05586,Italija,-,ženski,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Cf-prij-05587,65,SPOG-Gos223-NZositdopr-jm1003141600.xml,"doma, prijatelji",Gos223,Cf-prij-05587,Italija,-,ženski,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Am-prij-02345,32,SPOG-Gos225-NZoskkdopr-lu1007301412.xml,"doma, prijatelji",Gos225,Am-prij-02345,"posavska, osrednjeslovenska, savinjska",-,moški,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Bm-prij-02346,17,SPOG-Gos225-NZoskkdopr-lu1007301412.xml,"doma, prijatelji",Gos225,Bm-prij-02346,"posavska, osrednjeslovenska, savinjska",-,moški,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Cm-prij-02347,57,SPOG-Gos225-NZoskkdopr-lu1007301412.xml,"doma, prijatelji",Gos225,Cm-prij-02347,"posavska, osrednjeslovenska",-,moški,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Dm-prij-02348,13,SPOG-Gos225-NZoskkdopr-lu1007301412.xml,"doma, prijatelji",Gos225,Dm-prij-02348,posavska,-,moški,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Em-prij-02349,14,SPOG-Gos225-NZoskkdopr-lu1007301412.xml,"doma, prijatelji",Gos225,Em-prij-02349,"posavska, savinjska",-,moški,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Fm-prij-02350,3,SPOG-Gos225-NZoskkdopr-lu1007301412.xml,"doma, prijatelji",Gos225,Fm-prij-02350,"posavska, savinjska, osrednjeslovenska",-,moški,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Hf-prij-02352,25,SPOG-Gos225-NZoskkdopr-lu1007301412.xml,"doma, prijatelji",Gos225,Hf-prij-02352,"posavska, savinjska, podravska",-,ženski,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Bf-ssta-10002,24,SPOG-Gos217-NZosavdodr-er1002161011.xml,"doma, družina",Gos217,Bf-ssta-10002,Avstrija,-,ženski,nad 60 let,"doma, družina",osebni stik,Gos,zasebni
Ef-soro-10003,34,SPOG-Gos217-NZosavdodr-er1002161011.xml,"doma, družina",Gos217,Ef-soro-10003,Avstrija,-,ženski,18 do 34 let,"doma, družina",osebni stik,Gos,zasebni
Jf-star-10005,61,SPOG-Gos217-NZosavdodr-er1002161011.xml,"doma, družina",Gos217,Jf-star-10005,Avstrija,-,ženski,30 do 59 let,"doma, družina",osebni stik,Gos,zasebni
Pm-soro-10004,5,SPOG-Gos217-NZosavdodr-er1002161011.xml,"doma, družina",Gos217,Pm-soro-10004,Avstrija,-,moški,18 do 34 let,"doma, družina",osebni stik,Gos,zasebni
Sf-gost-00013,16,SPOG-Gos129-JItvslslsc-rd0905271057.xml,"TVSlo, StudioCity",Gos129,Sf-gost-00013,-,-,ženski,-,"TVSlo, StudioCity",televizija,Gos,informativno-izobraževalni
Sm-novi-06570,51,SPOG-Gos129-JItvslslsc-rd0905271057.xml,"TVSlo, StudioCity",Gos129,Sm-novi-06570,-,-,moški,-,"TVSlo, StudioCity",televizija,Gos,informativno-izobraževalni
Bm-prij-09523,119,SPOG-Gos241-NZosljdopr-bo0910181640.xml,"doma, prijatelji",Gos241,Bm-prij-09523,osrednjeslovenska,-,moški,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Df-prij-09522,2,SPOG-Gos241-NZosljdopr-bo0910181640.xml,"doma, prijatelji",Gos241,Df-prij-09522,"osrednjeslovenska, gorenjska",-,ženski,30 do 59 let,"doma, prijatelji",osebni stik,Gos,zasebni
Vm-prij-09524,9,SPOG-Gos241-NZosljdopr-bo0910181640.xml,"doma, prijatelji",Gos241,Vm-prij-09524,osrednjeslovenska,-,moški,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Af-prij-07190,54,SPOG-Gos224-NZoskkdodr-lu1007301428.xml,"doma, prijatelji",Gos224,Af-prij-07190,posavska,-,ženski,nad 60 let,"doma, prijatelji",osebni stik,Gos,zasebni
Bf-prij-07191,30,SPOG-Gos224-NZoskkdodr-lu1007301428.xml,"doma, prijatelji",Gos224,Bf-prij-07191,posavska,-,ženski,30 do 59 let,"doma, prijatelji",osebni stik,Gos,zasebni
Lf-gost-05513,69,SPOG-Gos127-JItvslslsc-rd0905271047.xml,"TVSlo, StudioCity",Gos127,Lf-gost-05513,-,-,ženski,-,"TVSlo, StudioCity",televizija,Gos,informativno-izobraževalni
Sm-novi-06570,1,SPOG-Gos127-JItvslslsc-rd0905271047.xml,"TVSlo, StudioCity",Gos127,Sm-novi-06570,-,-,moški,-,"TVSlo, StudioCity",televizija,Gos,informativno-izobraževalni
Mm-prij-09501,22,SPOG-Gos240-NZosljdopr-bo0908141215.xml,"doma, prijatelji",Gos240,Mm-prij-09501,osrednjeslovenska,-,moški,30 do 59 let,"doma, prijatelji",osebni stik,Gos,zasebni
Om-prij-09503,41,SPOG-Gos240-NZosljdopr-bo0908141215.xml,"doma, prijatelji",Gos240,Om-prij-09503,osrednjeslovenska,-,moški,30 do 59 let,"doma, prijatelji",osebni stik,Gos,zasebni
Pm-prij-09502,98,SPOG-Gos240-NZosljdopr-bo0908141215.xml,"doma, prijatelji",Gos240,Pm-prij-09502,osrednjeslovenska,-,moški,30 do 59 let,"doma, prijatelji",osebni stik,Gos,zasebni
Af-novi-06518,22,SPOG-Gos133-JRrajzbejp-rd0907171249.xml,"Belvi, jutranji",Gos133,Af-novi-06518,-,-,ženski,-,"Belvi, jutranji",radio,Gos,razvedrilni
Bm-novi-06519,48,SPOG-Gos133-JRrajzbejp-rd0907171249.xml,"Belvi, jutranji",Gos133,Bm-novi-06519,-,-,moški,-,"Belvi, jutranji",radio,Gos,razvedrilni
Am-mode-02120,76,SPOG-Gos147-JRrasvfajp-rd0908250936.xml,"Fantasy, jutranji",Gos147,Am-mode-02120,-,-,moški,30 do 59 let,"Fantasy, jutranji",radio,Gos,razvedrilni
Af-mode-07152,29,SPOG-Gos115-JItvslslod-rd0905280744.xml,"TVSlo, Odmevi",Gos115,Af-mode-07152,-,-,ženski,30 do 59 let,"TVSlo, Odmevi",televizija,Gos,informativno-izobraževalni
Cm-gost-02503,27,SPOG-Gos115-JItvslslod-rd0905280744.xml,"TVSlo, Odmevi",Gos115,Cm-gost-02503,-,-,moški,-,"TVSlo, Odmevi",televizija,Gos,informativno-izobraževalni
Mm-prij-09518,46,SPOG-Gos244-NZosljzupr-bo0910221200.xml,"zunaj doma, prijatelji",Gos244,Mm-prij-09518,"posavska, osrednjeslovenska",-,moški,18 do 34 let,"zunaj doma, prijatelji",osebni stik,Gos,zasebni
Sm-prij-09517,116,SPOG-Gos244-NZosljzupr-bo0910221200.xml,"zunaj doma, prijatelji",Gos244,Sm-prij-09517,"posavska, osrednjeslovenska",-,moški,18 do 34 let,"zunaj doma, prijatelji",osebni stik,Gos,zasebni
Af-info-07192,19,SPOG-Gos203-NNteljstpr-az1008311338.xml,informacije,Gos203,Af-info-07192,gorenjska,-,ženski,18 do 34 let,informacije,telefon,Gos,nezasebni
Bm-klic-07193,23,SPOG-Gos203-NNteljstpr-az1008311338.xml,informacije,Gos203,Bm-klic-07193,"gorenjska, osrednjeslovenska",-,moški,18 do 34 let,informacije,telefon,Gos,nezasebni
Dm-nast-03508,30,SPOG-Gos080-JItvslpour-rd0904141247.xml,"PopTV, 24ur",Gos080,Dm-nast-03508,-,-,moški,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Af-info-02265,17,SPOG-Gos212-NNtembstpr-jt1005070948.xml,informacije,Gos212,Af-info-02265,podravska,-,ženski,18 do 34 let,informacije,telefon,Gos,nezasebni
Bm-klic-05614,17,SPOG-Gos212-NNtembstpr-jt1005070948.xml,informacije,Gos212,Bm-klic-05614,"pomurska, podravska",-,moški,18 do 34 let,informacije,telefon,Gos,nezasebni
Rm-anke-01514,15,SPOG-Gos083-JItvslpour-rd0904141252.xml,"PopTV, 24ur",Gos083,Rm-anke-01514,-,-,moški,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Af-prof-05568,111,SPOG-Gos061-JIsssvpsdr-is0912131924.xml,"poklicna strokovna, družboslovje",Gos061,Af-prof-05568,podravska,-,ženski,30 do 59 let,"poklicna strokovna, družboslovje",osebni stik,Gos,informativno-izobraževalni
Bm-ucen-05569,8,SPOG-Gos061-JIsssvpsdr-is0912131924.xml,"poklicna strokovna, družboslovje",Gos061,Bm-ucen-05569,podravska,-,moški,10 do 18 let,"poklicna strokovna, družboslovje",osebni stik,Gos,informativno-izobraževalni
Gm-ucen-05574,5,SPOG-Gos061-JIsssvpsdr-is0912131924.xml,"poklicna strokovna, družboslovje",Gos061,Gm-ucen-05574,podravska,-,moški,10 do 18 let,"poklicna strokovna, družboslovje",osebni stik,Gos,informativno-izobraževalni
Hm-ucen-05575,6,SPOG-Gos061-JIsssvpsdr-is0912131924.xml,"poklicna strokovna, družboslovje",Gos061,Hm-ucen-05575,podravska,-,moški,10 do 18 let,"poklicna strokovna, družboslovje",osebni stik,Gos,informativno-izobraževalni
Pn-vsiucenci-10000,2,SPOG-Gos061-JIsssvpsdr-is0912131924.xml,"poklicna strokovna, družboslovje",Gos061,Pn-vsiucenci-10000,-,-,-,-,"poklicna strokovna, družboslovje",osebni stik,Gos,informativno-izobraževalni
Mf-otro-06004,1,SPOG-Gos284-NZtemssoro-jt0904290045.xml,"doma, družina",Gos284,Mf-otro-06004,pomurska,-,ženski,30 do 59 let,"doma, družina",telefon,Gos,zasebni
Zf-star-06003,73,SPOG-Gos284-NZtemssoro-jt0904290045.xml,"doma, družina",Gos284,Zf-star-06003,pomurska,-,ženski,30 do 59 let,"doma, družina",telefon,Gos,zasebni
Bf-novi-04534,42,SPOG-Gos048-JIrasvstin-rd0908311503.xml,"Štajerski, intervju",Gos048,Bf-novi-04534,-,-,ženski,-,"Štajerski, intervju",radio,Gos,informativno-izobraževalni
Cf-gost-07017,30,SPOG-Gos048-JIrasvstin-rd0908311503.xml,"Štajerski, intervju",Gos048,Cf-gost-07017,-,-,ženski,-,"Štajerski, intervju",radio,Gos,informativno-izobraževalni
Mm-posl-04531,2,SPOG-Gos138-JRrajzkkna-rd0906111426.xml,"Krka, potovanja",Gos138,Mm-posl-04531,jugovzhodna Slovenija,-,moški,-,"Krka, potovanja",radio,Gos,razvedrilni
Sf-mode-04529,31,SPOG-Gos138-JRrajzkkna-rd0906111426.xml,"Krka, potovanja",Gos138,Sf-mode-04529,jugovzhodna Slovenija,-,ženski,-,"Krka, potovanja",radio,Gos,razvedrilni
Df-mode-06573,52,SPOG-Gos167-JRtvslslpi-rd0905250924.xml,"TVSlo, Piramida",Gos167,Df-mode-06573,-,-,ženski,-,"TVSlo, Piramida",televizija,Gos,razvedrilni
If-nast-06574,1,SPOG-Gos167-JRtvslslpi-rd0905250924.xml,"TVSlo, Piramida",Gos167,If-nast-06574,-,-,ženski,-,"TVSlo, Piramida",televizija,Gos,razvedrilni
Tm-nast-06575,144,SPOG-Gos167-JRtvslslpi-rd0905250924.xml,"TVSlo, Piramida",Gos167,Tm-nast-06575,-,-,moški,-,"TVSlo, Piramida",televizija,Gos,razvedrilni
Am-inte-03538,16,SPOG-Gos099-JItvslpour-rd0904151210.xml,"PopTV, 24ur",Gos099,Am-inte-03538,-,-,moški,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Gm-novi-02048,129,SPOG-Gos159-JRtvslpoas-rd0904231043.xml,"PopTV, As ti tud",Gos159,Gm-novi-02048,-,-,moški,-,"PopTV, As ti tud",televizija,Gos,razvedrilni
Om-gost-06560,104,SPOG-Gos159-JRtvslpoas-rd0904231043.xml,"PopTV, As ti tud",Gos159,Om-gost-06560,-,-,moški,-,"PopTV, As ti tud",televizija,Gos,razvedrilni
Sm-novi-02049,40,SPOG-Gos159-JRtvslpoas-rd0904231043.xml,"PopTV, As ti tud",Gos159,Sm-novi-02049,-,-,moški,-,"PopTV, As ti tud",televizija,Gos,razvedrilni
Am-mode-07003,7,SPOG-Gos122-JItvslslod-rd1009160957.xml,"TVSlo, Odmevi",Gos122,Am-mode-07003,-,-,moški,-,"TVSlo, Odmevi",televizija,Gos,informativno-izobraževalni
Cm-gost-00015,46,SPOG-Gos122-JItvslslod-rd1009160957.xml,"TVSlo, Odmevi",Gos122,Cm-gost-00015,-,-,moški,-,"TVSlo, Odmevi",televizija,Gos,informativno-izobraževalni
Af-info-05596,48,SPOG-Gos200-NNtekrstpr-sv1007090856.xml,prodaja/trgovina,Gos200,Af-info-05596,"podravska, osrednjeslovenska",-,ženski,18 do 34 let,prodaja/trgovina,telefon,Gos,nezasebni
Bm-klic-02237,1,SPOG-Gos200-NNtekrstpr-sv1007090856.xml,prodaja/trgovina,Gos200,Bm-klic-02237,"gorenjska, osrednjeslovenska",-,moški,30 do 59 let,prodaja/trgovina,telefon,Gos,nezasebni
Af-mode-04527,5,SPOG-Gos035-JIrajzkkna-rd0906111425.xml,"Krka, intervju",Gos035,Af-mode-04527,jugovzhodna Slovenija,-,ženski,-,"Krka, intervju",radio,Gos,informativno-izobraževalni
Bm-inte-04528,45,SPOG-Gos035-JIrajzkkna-rd0906111425.xml,"Krka, intervju",Gos035,Bm-inte-04528,-,-,moški,-,"Krka, intervju",radio,Gos,informativno-izobraževalni
Am-stra-02270,38,SPOG-Gos213-NNtembstpr-rd1004211451.xml,prodaja/trgovina,Gos213,Am-stra-02270,podravska,-,moški,18 do 34 let,prodaja/trgovina,telefon,Gos,nezasebni
Am-mode-05666,100,SPOG-Gos005-JIfasvakdr-rd1001290912.xml,javno predavanje,Gos005,Am-mode-05666,podravska,-,moški,nad 60 let,javno predavanje,osebni stik,Gos,informativno-izobraževalni
Bf-pred-05667,2,SPOG-Gos005-JIfasvakdr-rd1001290912.xml,javno predavanje,Gos005,Bf-pred-05667,"podravska, osrednjeslovenska",-,ženski,30 do 59 let,javno predavanje,osebni stik,Gos,informativno-izobraževalni
Am-prij-07102,63,SPOG-Gos286-NZtenmprij-tp1002082044.xml,klic prijatelju,Gos286,Am-prij-07102,"savinjska, osrednjeslovenska",-,moški,18 do 34 let,klic prijatelju,telefon,Gos,zasebni
Bm-prij-07103,54,SPOG-Gos286-NZtenmprij-tp1002082044.xml,klic prijatelju,Gos286,Bm-prij-07103,"jugovzhodna Slovenija, osrednjeslovenska",-,moški,18 do 34 let,klic prijatelju,telefon,Gos,zasebni
Mf-udel-03013,18,SPOG-Gos232-NZoskrdopr-ab0906231945.xml,"doma, prijatelji",Gos232,Mf-udel-03013,-,-,ženski,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Pf-udel-03012,64,SPOG-Gos232-NZoskrdopr-ab0906231945.xml,"doma, prijatelji",Gos232,Pf-udel-03012,gorenjska,-,ženski,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Jf-publ-07549,5,SPOG-Gos004-JIfasvakdr-jt1003041136.xml,"akademski, družboslovje",Gos004,Jf-publ-07549,podravska,-,ženski,30 do 59 let,"akademski, družboslovje",osebni stik,Gos,informativno-izobraževalni
Pf-pred-07541,153,SPOG-Gos004-JIfasvakdr-jt1003041136.xml,"akademski, družboslovje",Gos004,Pf-pred-07541,podravska,-,ženski,18 do 34 let,"akademski, družboslovje",osebni stik,Gos,informativno-izobraževalni
Af-prof-07085,33,SPOG-Gos055-JIssjzpsdr-bo0911300910.xml,"poklicna strokovna, družboslovje",Gos055,Af-prof-07085,"jugovzhodna Slovenija, osrednjeslovenska",-,ženski,30 do 59 let,"poklicna strokovna, družboslovje",osebni stik,Gos,informativno-izobraževalni
Bm-ucen-07086,1,SPOG-Gos055-JIssjzpsdr-bo0911300910.xml,"poklicna strokovna, družboslovje",Gos055,Bm-ucen-07086,osrednjeslovenska,-,moški,10 do 18 let,"poklicna strokovna, družboslovje",osebni stik,Gos,informativno-izobraževalni
Cm-ucen-07087,9,SPOG-Gos055-JIssjzpsdr-bo0911300910.xml,"poklicna strokovna, družboslovje",Gos055,Cm-ucen-07087,osrednjeslovenska,-,moški,10 do 18 let,"poklicna strokovna, družboslovje",osebni stik,Gos,informativno-izobraževalni
Kf-ucen-07095,50,SPOG-Gos055-JIssjzpsdr-bo0911300910.xml,"poklicna strokovna, družboslovje",Gos055,Kf-ucen-07095,osrednjeslovenska,-,ženski,10 do 18 let,"poklicna strokovna, družboslovje",osebni stik,Gos,informativno-izobraževalni
Am-mode-07003,5,SPOG-Gos121-JItvslslod-rd1009160948.xml,"TVSlo, Odmevi",Gos121,Am-mode-07003,-,-,moški,-,"TVSlo, Odmevi",televizija,Gos,informativno-izobraževalni
Dm-gost-07198,88,SPOG-Gos121-JItvslslod-rd1009160948.xml,"TVSlo, Odmevi",Gos121,Dm-gost-07198,-,-,moški,-,"TVSlo, Odmevi",televizija,Gos,informativno-izobraževalni
Jm-soro-05614,35,SPOG-Gos255-NZosmszudr-jt0907061634.xml,"zunaj doma, družina",Gos255,Jm-soro-05614,pomurska,-,moški,18 do 34 let,"zunaj doma, družina",osebni stik,Gos,zasebni
Sm-soro-10523,31,SPOG-Gos255-NZosmszudr-jt0907061634.xml,"zunaj doma, družina",Gos255,Sm-soro-10523,pomurska,-,moški,nad 60 let,"zunaj doma, družina",osebni stik,Gos,zasebni
Tf-soro-10524,121,SPOG-Gos255-NZosmszudr-jt0907061634.xml,"zunaj doma, družina",Gos255,Tf-soro-10524,pomurska,-,ženski,30 do 59 let,"zunaj doma, družina",osebni stik,Gos,zasebni
Kf-novi-00001,11,SPOG-Gos112-JItvslpour-rd0904151335.xml,"PopTV, 24ur",Gos112,Kf-novi-00001,-,-,ženski,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Tf-anke-00003,5,SPOG-Gos112-JItvslpour-rd0904151335.xml,"PopTV, 24ur",Gos112,Tf-anke-00003,-,-,ženski,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Af-ucen-02331,9,SPOG-Gos056-JIssjzpsdr-bo0912021235.xml,"poklicna strokovna, družboslovje",Gos056,Af-ucen-02331,osrednjeslovenska,-,ženski,10 do 18 let,"poklicna strokovna, družboslovje",osebni stik,Gos,informativno-izobraževalni
